61_x,61_y,291_x,291_y,61_291_distance
471,453,606,462,135.29966740535616
470,453,606,462,136.2974687952788
471,453,605,463,134.3726162579266
472,454,605,463,133.30416347586447
473,455,606,463,133.24038426843418
475,455,604,463,129.24782396620841
475,456,607,464,132.24220203853233
471,457,607,467,136.36715146984628
471,459,609,469,138.36184445142382
469,459,609,470,140.4314779527724
471,462,610,471,139.29106216839614
473,461,610,470,137.2953021774598
478,459,609,468,131.30879635424276
479,458,609,467,130.31116606031887
480,456,610,465,130.31116606031887
479,456,611,464,132.24220203853233
480,457,609,465,129.24782396620841
477,456,607,466,130.38404810405297
473,457,610,467,137.3644786689776
472,457,612,468,140.4314779527724
473,459,613,469,140.356688476182
471,459,613,469,142.35167719419397
471,459,614,469,143.34922392534952
471,459,614,470,143.42245291445826
472,459,612,470,140.4314779527724
472,458,614,470,142.50614021858848
474,459,614,469,140.356688476182
476,458,613,469,137.44089638822936
475,459,613,468,138.2931668593933
476,458,613,470,137.5245432641025
477,459,613,469,136.36715146984628
478,459,612,469,134.3726162579266
478,460,609,471,131.4610208388783
482,460,609,470,127.39309243440164
486,461,610,470,124.32618388738553
487,462,613,470,126.25371281669304
488,463,615,471,127.251719045363
488,464,616,471,128.191263352851
488,464,613,472,125.25573839150046
487,463,615,471,128.2497563350512
482,460,618,472,136.5283853270081
480,459,621,472,141.59802258506295
474,459,622,473,148.66068747318505
469,459,623,474,154.72879499304582
468,460,619,473,151.5585695366646
467,460,619,474,152.64337522473747
466,460,619,474,153.63918770938616
466,462,618,476,152.64337522473747
464,462,618,476,154.63505424062166
465,463,617,477,152.64337522473747
466,464,617,478,151.64761785138597
470,465,617,479,147.6651617681029
472,466,616,480,144.6789549312546
473,466,615,480,142.68847185389575
474,466,616,480,142.68847185389575
476,466,612,480,136.7186892857008
476,466,612,479,136.61991070118586
478,465,614,478,136.61991070118586
481,463,614,476,133.63382805263043
482,463,615,476,133.63382805263043
483,465,617,477,134.5362404707371
484,468,616,480,132.54433220624713
481,471,615,483,134.5362404707371
482,472,614,483,132.45754036671525
482,471,614,482,132.45754036671525
481,469,613,480,132.45754036671525
482,469,616,479,134.3726162579266
481,469,615,480,134.45073447177595
480,469,616,481,136.5283853270081
479,470,616,482,137.5245432641025
479,473,615,484,136.444127759314
479,474,614,485,135.44740676735012
479,474,613,485,134.45073447177595
477,474,613,484,136.36715146984628
477,473,612,484,135.44740676735012
477,473,612,484,135.44740676735012
477,472,612,483,135.44740676735012
478,472,613,483,135.44740676735012
477,471,614,482,137.44089638822936
478,471,613,482,135.44740676735012
484,472,612,484,128.56126943990557
483,474,613,484,130.38404810405297
485,474,612,485,127.47548783981962
488,479,610,489,122.40914998479485
485,480,612,490,127.39309243440164
486,481,611,494,125.67418191498204
486,481,610,494,124.67958934805648
485,481,611,492,126.4792473095883
485,480,617,490,132.3782459469833
484,478,617,489,133.4541119636259
484,477,618,487,134.3726162579266
481,476,619,486,138.36184445142382
479,474,618,484,139.35924798878617
479,472,619,482,140.356688476182
480,470,619,481,139.43457247038842
482,469,620,481,138.52075656738234
485,473,626,484,141.42842712835352
490,473,630,485,140.51334456200237
494,475,627,486,133.4541119636259
493,476,624,484,131.24404748406687
488,476,621,484,133.24038426843418
485,474,619,484,134.3726162579266
482,475,620,485,138.36184445142382
484,474,619,485,135.44740676735012
484,474,616,487,132.6386067478093
486,475,615,489,129.75746606650424
485,476,616,488,131.54847015454038
484,477,615,489,131.54847015454038
484,477,615,488,131.4610208388783
484,478,614,489,130.4645545732633
485,478,616,489,131.4610208388783
484,477,617,488,133.4541119636259
484,478,617,489,133.4541119636259
483,477,617,489,134.5362404707371
484,478,618,489,134.45073447177595
483,478,617,488,134.3726162579266
484,477,617,488,133.4541119636259
484,477,620,488,136.444127759314
487,476,620,488,133.5402561027947
491,477,617,486,126.3210196285638
489,476,621,485,132.30646242719968
490,475,619,484,129.31357237351384
491,475,619,484,128.3160161476345
484,479,622,489,138.36184445142382
487,484,618,494,131.38112497615478
488,486,621,495,133.30416347586447
490,486,623,499,133.63382805263043
494,488,625,499,131.4610208388783
500,488,625,498,125.39936203984452
502,491,622,499,120.26637102698326
501,487,619,495,118.27087553578015
498,482,614,491,116.3486140871476
495,474,614,483,119.33985084622823
495,465,619,475,124.4025723206719
490,460,622,471,132.45754036671525
484,463,622,472,138.2931668593933
478,468,617,477,139.29106216839614
472,470,610,480,138.36184445142382
473,468,608,478,135.36986370680884
471,462,606,472,135.36986370680884
469,459,605,469,136.36715146984628
467,458,603,469,136.444127759314
465,458,603,468,138.36184445142382
467,462,603,471,136.2974687952788
470,465,607,474,137.2953021774598
472,463,613,473,141.35416513141735
477,463,609,472,132.30646242719968
477,464,608,471,131.18688958886096
475,463,609,471,134.23859355639868
474,466,608,471,134.09325113517085
473,464,608,470,135.1332675546625
473,463,608,469,135.1332675546625
471,461,611,470,140.28898745090436
468,462,614,470,146.21901381147393
466,461,615,469,149.21461054467824
466,460,614,469,148.27339613025663
465,458,613,468,148.33745312630927
464,457,612,466,148.27339613025663
465,456,612,466,147.33974345029924
465,455,612,464,147.27525250360293
466,454,613,464,147.33974345029924
467,453,613,463,146.34206503941374
466,453,613,462,147.27525250360293
467,452,614,462,147.33974345029924
467,453,614,463,147.33974345029924
467,452,614,463,147.41099009232656
465,452,613,463,148.4082207965583
465,450,612,461,147.41099009232656
464,449,611,462,147.57371039585607
464,450,610,463,146.57762448614045
462,449,610,462,148.56984889270097
463,448,609,460,146.4923206178399
462,447,610,461,148.66068747318505
463,449,609,461,146.4923206178399
461,447,610,460,149.56603892595405
464,446,610,459,146.57762448614045
466,445,610,457,144.49913494550754
467,445,612,457,145.49570440394453
471,445,612,457,141.50971698084905
475,449,613,460,138.43771162512041
481,454,612,463,131.30879635424276
484,456,614,464,130.24592124131948
485,458,617,467,132.30646242719968
487,459,617,468,130.31116606031887
488,461,617,468,129.18978287774928
486,463,616,469,130.13838787997952
483,465,614,472,131.18688958886096
483,464,613,472,130.24592124131948
483,464,614,473,131.30879635424276
478,464,615,475,137.44089638822936
478,463,613,474,135.44740676735012
477,462,614,473,137.44089638822936
476,461,613,472,137.44089638822936
476,460,614,472,138.52075656738234
478,461,615,473,137.5245432641025
483,462,615,475,132.6386067478093
488,463,617,476,129.65338406690356
490,463,615,477,125.78155667664477
492,464,617,477,125.67418191498204
494,465,618,477,124.57929201917949
493,465,616,477,123.58397954427588
492,465,615,478,123.68508398347798
491,465,615,478,124.67958934805648
490,466,616,479,126.66885963013956
490,467,616,479,126.57013865837392
488,466,616,480,128.76334882255898
489,467,617,480,128.65846260545786
488,467,617,480,129.65338406690356
485,468,618,482,133.73481222179961
481,469,620,484,139.8070098385628
482,471,619,487,137.93114224133723
482,472,620,488,138.92443989449805
481,473,622,488,141.7956275771577
478,471,622,488,145.0
479,470,620,486,141.90489773083945
477,469,617,482,140.60227594174995
479,467,615,482,136.82470537150812
479,473,617,487,138.70832707519762
480,483,613,496,133.63382805263043
481,488,611,501,130.64838307457157
479,491,612,503,133.5402561027947
471,483,610,493,139.35924798878617
468,476,609,485,141.28694207179942
466,469,614,480,148.4082207965583
468,469,618,482,150.56227947264878
469,471,621,484,152.55490814785344
469,472,620,483,151.40013210033868
470,468,615,479,145.41664278891878
471,463,613,475,142.50614021858848
475,463,609,475,134.5362404707371
478,464,608,475,130.4645545732633
476,462,608,472,132.3782459469833
476,458,608,469,132.45754036671525
475,453,605,464,130.4645545732633
475,454,604,465,129.46814279968643
476,460,603,473,127.66362050325849
477,467,602,478,125.4830665866913
477,468,600,479,123.4908903522847
477,466,598,478,121.59358535712317
478,466,597,477,119.50732195141852
478,468,601,477,123.3288287465668
481,469,600,479,119.41942890501528
481,469,604,478,123.3288287465668
481,467,606,477,125.39936203984452
480,467,608,476,128.3160161476345
482,466,612,476,130.38404810405297
479,467,612,478,133.4541119636259
479,467,613,477,134.3726162579266
480,463,615,474,135.44740676735012
477,460,615,472,138.52075656738234
477,457,615,472,138.81282361511128
476,456,613,470,137.71347065556077
474,452,616,468,142.89856542317
477,449,618,467,142.1442928857856
480,448,621,467,142.27438279606065
481,448,622,465,142.0211251891774
481,449,621,467,141.1523999087511
480,448,623,468,144.3918280236108
481,447,624,467,144.3918280236108
482,446,624,465,143.26548781894402
484,446,626,465,143.26548781894402
483,446,627,466,145.38225476308997
486,447,627,467,142.41137595009747
486,447,629,467,144.3918280236108
487,448,630,467,144.25671561490648
487,448,630,469,144.53373308677806
487,449,630,470,144.53373308677806
488,451,629,473,142.70599146496969
490,454,625,474,136.4734406395618
493,459,623,477,131.24023773218335
494,459,625,479,132.51792331605563
494,459,624,477,131.24023773218335
496,459,625,478,130.39171752837677
498,460,625,478,128.2692480682724
496,460,625,479,130.39171752837677
499,461,626,479,128.2692480682724
500,465,630,482,131.10682667199293
500,467,632,482,132.84953895290718
500,468,631,485,132.09844813622905
501,472,625,488,125.02799686470227
496,469,631,487,136.194713553794
496,467,631,486,136.33048081775402
497,468,629,485,133.09019498069722
499,470,628,486,129.98846102635417
496,472,629,490,134.21251804507656
498,473,626,491,129.2594290564522
498,471,625,488,128.1327436684316
492,469,620,486,129.1239714383042
489,467,615,486,127.4244874425634
491,469,615,487,125.29964086141668
493,469,619,486,127.1416532848303
495,469,626,486,132.09844813622905
497,469,629,486,133.09019498069722
496,470,629,486,133.9589489358587
493,469,626,486,134.08206442324789
492,471,625,488,134.08206442324789
491,473,624,490,134.08206442324789
488,473,625,492,138.31124321616085
489,473,627,491,139.16896205691842
488,471,628,490,141.2834031300209
489,470,628,487,140.03570973148243
487,470,628,487,142.0211251891774
488,472,626,487,138.81282361511128
486,470,629,487,144.00694427700353
485,469,629,485,144.88616221019868
483,468,629,484,146.87409574189726
480,469,632,487,153.06207890917986
483,471,634,488,151.95394038984313
484,475,636,492,152.9477034806342
484,476,636,494,153.06207890917986
486,478,633,492,147.6651617681029
487,476,630,493,144.00694427700353
490,481,627,494,137.6154061142865
492,481,625,494,133.63382805263043
490,481,624,494,134.6291201783626
490,482,624,494,134.5362404707371
489,483,622,494,133.4541119636259
486,482,620,496,134.72935834479432
485,483,616,495,131.54847015454038
483,484,612,495,129.46814279968643
472,487,615,494,143.17122615944868
468,487,612,496,144.2809758769326
467,489,613,496,146.16771189288008
472,490,615,492,143.01398533010678
478,484,618,487,140.03213916812098
487,483,618,485,131.01526628603247
484,483,617,486,133.0338302838793
483,483,621,486,138.03260484392808
487,483,622,487,135.05924625881784
489,482,621,488,132.13629327327143
492,481,621,486,129.0968628588627
494,480,617,486,123.14625451064275
498,479,619,485,121.1486689980538
500,479,618,487,118.27087553578015
495,479,622,488,127.3184982632139
491,481,624,487,133.13526955694348
490,479,624,485,134.13426109685773
488,474,626,483,138.2931668593933
488,472,625,480,137.23337786413333
485,465,623,476,138.43771162512041
482,462,625,474,143.50261321662404
482,458,628,472,146.66969693839283
482,456,630,470,148.66068747318505
481,455,627,468,146.57762448614045
483,455,626,469,143.68368035375485
481,456,627,470,146.66969693839283
483,458,623,471,140.60227594174995
487,461,621,473,134.5362404707371
489,463,618,474,129.46814279968643
487,464,617,475,130.4645545732633
484,464,616,476,132.54433220624713
484,463,615,474,131.4610208388783
483,464,612,476,129.5569372901351
482,467,612,479,130.5526713629407
483,469,614,481,131.54847015454038
483,471,616,483,133.5402561027947
481,472,616,485,135.6244815658294
481,474,616,486,135.5322839769182
484,475,616,489,132.74034804836094
488,477,619,493,131.97348218486925
492,479,621,494,129.86916493148019
493,478,623,493,130.86252328302402
490,476,628,491,138.81282361511128
490,476,623,491,133.843191832831
489,476,624,490,135.72398461583714
487,475,622,489,135.72398461583714
486,475,622,489,136.7186892857008
484,477,622,490,138.61096637712328
481,479,623,491,142.50614021858848
480,479,620,493,140.69825869569246
480,479,622,492,142.59382875847047
478,482,620,491,142.28492541376264
481,485,615,493,134.23859355639868
478,487,612,493,134.13426109685773
478,487,611,495,133.24038426843418
477,488,611,494,134.13426109685773
476,488,611,495,135.18135966175217
477,487,612,494,135.18135966175217
479,486,613,493,134.18271125595876
481,486,614,492,133.13526955694348
480,484,615,492,135.2368293032634
482,485,616,493,134.23859355639868
483,486,618,496,135.36986370680884
481,486,616,497,135.44740676735012
484,485,618,496,134.45073447177595
483,485,620,496,137.44089638822936
480,484,618,495,138.43771162512041
481,481,615,496,134.8369385591352
481,479,616,494,135.83077707206124
481,475,613,490,132.84953895290718
482,473,614,486,132.6386067478093
483,468,618,483,135.83077707206124
481,467,616,481,135.72398461583714
478,469,618,484,140.80127840328723
476,470,617,486,141.90489773083945
474,469,618,486,145.0
475,468,620,483,145.7737973711325
478,470,620,483,142.59382875847047
483,468,621,482,138.70832707519762
487,468,618,483,131.85598204101322
489,471,618,485,129.75746606650424
486,473,620,487,134.72935834479432
487,473,615,487,128.76334882255898
485,472,616,487,131.85598204101322
484,472,617,486,133.73481222179961
484,469,617,483,133.73481222179961
483,468,616,481,133.63382805263043
485,469,617,481,132.54433220624713
486,469,614,481,128.56126943990557
484,468,614,480,130.5526713629407
483,465,616,479,133.73481222179961
477,465,620,481,143.8923208513922
476,465,621,482,145.9931505242626
477,466,622,483,145.9931505242626
475,464,621,479,146.76852523616907
477,460,623,476,146.87409574189726
477,461,624,477,147.8681845428556
477,462,626,479,149.96666296213968
474,464,629,482,156.0416611036937
474,465,628,482,154.93547043850222
475,466,629,483,154.93547043850222
476,467,627,482,151.74320413119
474,467,627,483,153.83432646844463
476,466,623,481,147.763324272297
475,466,623,481,148.75819305167698
474,465,623,480,149.75313018431368
475,465,623,479,148.66068747318505
474,465,622,479,148.66068747318505
473,467,622,480,149.56603892595405
474,468,622,483,148.75819305167698
475,470,621,484,146.66969693839283
477,474,617,488,140.69825869569246
475,477,615,493,140.91131963046828
473,481,615,496,142.79005567615695
471,485,611,500,140.80127840328723
471,486,611,502,140.91131963046828
470,486,610,502,140.91131963046828
472,483,610,499,138.92443989449805
472,483,612,499,140.91131963046828
475,484,610,499,135.83077707206124
474,487,609,502,135.83077707206124
476,486,615,502,139.91783303067555
483,487,620,501,137.71347065556077
485,491,621,505,136.7186892857008
485,499,621,514,136.82470537150812
480,504,619,518,139.70325694127536
475,503,620,516,145.58159224297555
476,499,616,513,140.69825869569246
477,496,616,509,139.60659010233005
480,496,617,509,137.6154061142865
486,492,619,504,133.5402561027947
488,490,621,502,133.5402561027947
487,491,622,502,135.44740676735012
486,491,622,502,136.444127759314
483,490,625,503,142.59382875847047
478,488,624,502,146.66969693839283
477,487,623,501,146.66969693839283
478,487,622,502,144.77914214416384
482,486,623,501,141.7956275771577
489,486,622,498,133.5402561027947
490,483,620,497,130.75167302944922
483,479,621,495,138.92443989449805
482,478,619,492,137.71347065556077
482,476,621,493,140.03570973148243
487,478,621,495,135.07405376311175
487,481,621,498,135.07405376311175
488,482,625,499,138.0507153186828
486,481,628,500,143.26548781894402
485,483,629,502,145.24806367039804
484,488,631,509,148.49242404917499
480,495,632,516,153.44380078712857
475,498,630,519,156.41611170208776
474,500,627,519,154.17522498767434
469,496,626,517,158.39823231336896
472,498,626,517,155.16765126791086
478,499,625,517,148.0979405663698
487,506,626,521,139.8070098385628
494,505,629,522,136.06616037795732
496,511,626,530,131.38112497615478
492,519,626,534,134.8369385591352
481,518,624,533,143.78456106272327
478,514,622,528,144.6789549312546
471,502,620,520,150.08331019803634
470,495,621,513,152.0690632574555
481,492,614,511,134.35028842544403
484,499,616,518,133.3604139165742
479,511,619,529,141.1523999087511
477,516,616,533,140.03570973148243
479,514,617,529,138.81282361511128
481,509,613,526,133.09019498069722
483,505,615,522,133.09019498069722
484,505,614,523,131.24023773218335
481,508,612,527,132.3706916201619
472,504,617,525,146.5127980757995
473,503,617,522,145.24806367039804
471,499,619,520,149.4824404403407
470,498,619,518,150.3362896974646
466,493,622,514,157.40711546813887
471,493,619,513,149.34523762075577
471,490,614,511,144.53373308677806
469,490,611,511,143.54441821262157
472,492,610,511,139.30183056945089
474,494,609,511,136.06616037795732
476,495,609,511,133.9589489358587
476,497,607,511,131.7459676802292
475,496,608,513,134.08206442324789
475,496,609,514,135.20355024924456
477,496,611,512,134.9518432626987
478,495,611,511,133.9589489358587
477,494,612,510,135.94484175576505
477,494,613,509,136.82470537150812
478,493,613,509,135.94484175576505
479,493,612,508,133.843191832831
478,493,612,507,134.72935834479432
475,492,611,506,136.7186892857008
474,489,615,504,141.7956275771577
474,489,617,504,143.78456106272327
475,487,615,504,141.0283659410404
474,485,614,502,141.0283659410404
473,485,614,502,142.0211251891774
474,485,615,501,141.90489773083945
475,486,617,503,143.01398533010678
477,487,618,504,142.0211251891774
477,487,619,505,143.13629868066312
478,488,622,506,145.12063946937388
479,487,621,505,143.13629868066312
485,487,622,505,138.1774221788784
488,486,622,504,135.20355024924456
489,485,627,505,139.44174410842686
492,487,631,507,140.4314779527724
493,490,630,509,138.31124321616085
493,491,631,509,139.16896205691842
493,490,629,508,137.18600511714013
495,488,628,505,134.08206442324789
497,490,629,505,132.84953895290718
497,491,631,505,134.72935834479432
498,490,634,505,136.82470537150812
503,491,636,505,133.73481222179961
502,490,638,504,136.7186892857008
505,490,639,503,134.6291201783626
507,489,641,502,134.6291201783626
504,489,641,502,137.6154061142865
498,489,641,502,143.58969322343438
498,490,636,503,138.61096637712328
497,490,637,504,140.69825869569246
495,490,636,503,141.59802258506295
494,491,634,503,140.51334456200237
494,491,631,499,137.23337786413333
496,489,631,497,135.2368293032634
495,490,630,498,135.2368293032634
495,492,627,499,132.1854757528224
496,491,627,499,131.24404748406687
495,490,625,500,130.38404810405297
499,493,625,504,126.4792473095883
502,495,623,507,121.59358535712317
500,497,625,508,125.4830665866913
497,497,627,507,130.38404810405297
495,496,625,506,130.38404810405297
488,497,622,508,134.45073447177595
485,495,620,507,135.5322839769182
484,493,617,507,133.73481222179961
477,491,612,505,135.72398461583714
475,491,610,505,135.72398461583714
478,491,610,505,132.74034804836094
483,493,612,506,129.65338406690356
484,491,611,507,128.00390619039717
482,493,609,509,128.00390619039717
480,498,606,513,126.8897158953396
474,506,602,521,128.87590930814028
469,512,601,526,132.74034804836094
464,513,604,529,140.91131963046828
465,516,603,532,138.92443989449805
462,516,603,533,142.0211251891774
461,516,604,534,144.12841496387864
461,515,601,533,141.1523999087511
461,513,601,531,141.1523999087511
462,514,597,533,136.33048081775402
462,514,596,534,135.4843164355196
462,518,595,538,134.4953530795767
462,519,595,538,134.35028842544403
461,518,592,535,132.09844813622905
460,513,590,530,131.10682667199293
459,509,589,526,131.10682667199293
458,506,587,523,130.11533345459327
455,505,587,522,133.09019498069722
455,510,589,527,135.07405376311175
454,514,589,532,136.194713553794
456,517,591,534,136.06616037795732
458,514,589,533,132.3706916201619
462,514,587,531,126.15070352558483
460,515,587,531,128.00390619039717
453,512,586,527,133.843191832831
448,506,591,522,143.8923208513922
448,507,594,522,146.76852523616907
447,509,595,525,148.86235252742716
448,508,587,525,140.03570973148243
451,502,583,520,133.2216198670471
453,498,582,515,130.11533345459327
452,496,581,511,129.86916493148019
451,493,583,508,132.84953895290718
450,492,583,505,133.63382805263043
450,489,581,501,131.54847015454038
451,485,583,498,132.6386067478093
451,484,584,496,133.5402561027947
453,486,586,498,133.5402561027947
456,487,589,500,133.63382805263043
458,486,588,498,130.5526713629407
458,481,586,494,128.65846260545786
459,481,586,495,127.76932339180638
461,484,585,498,124.78781991845197
460,485,585,500,125.89678312014172
463,485,586,501,124.03628501370073
464,486,589,503,126.15070352558483
464,487,589,503,126.01983970788092
467,486,594,502,128.00390619039717
466,484,597,501,132.09844813622905
467,483,600,501,134.21251804507656
464,483,599,500,136.06616037795732
464,484,599,500,135.94484175576505
463,483,597,501,135.20355024924456
463,482,598,499,136.06616037795732
462,481,599,498,138.0507153186828
463,481,599,497,136.93794214898952
463,480,598,497,136.06616037795732
464,480,600,496,136.93794214898952
466,480,601,496,135.94484175576505
467,480,601,496,134.9518432626987
469,480,601,496,132.9661611087573
468,479,602,495,134.9518432626987
471,478,605,494,134.9518432626987
474,478,607,493,133.843191832831
477,477,608,492,131.85598204101322
477,478,609,492,132.74034804836094
478,477,609,492,131.85598204101322
478,478,610,493,132.84953895290718
479,478,612,493,133.843191832831
481,478,610,492,129.75746606650424
480,477,612,492,132.84953895290718
481,477,612,492,131.85598204101322
482,477,613,492,131.85598204101322
482,478,614,493,132.84953895290718
482,479,615,495,133.9589489358587
483,482,618,498,135.94484175576505
485,485,616,500,131.85598204101322
485,486,618,502,133.9589489358587
485,486,619,501,134.8369385591352
488,487,620,501,132.74034804836094
486,484,623,498,137.71347065556077
487,485,624,499,137.71347065556077
488,488,622,502,134.72935834479432
492,487,628,502,136.82470537150812
501,485,634,497,133.5402561027947
503,481,635,491,132.3782459469833
501,480,634,489,133.30416347586447
499,480,634,489,135.29966740535616
496,481,630,491,134.3726162579266
491,485,624,494,133.30416347586447
488,486,620,497,132.45754036671525
493,484,624,494,131.38112497615478
498,483,628,492,130.31116606031887
501,484,629,491,128.191263352851
497,483,631,492,134.30189872075525
500,482,629,492,129.38701635017324
499,482,629,493,130.4645545732633
498,483,630,493,132.3782459469833
504,483,634,493,130.38404810405297
505,485,636,494,131.30879635424276
505,485,635,494,130.31116606031887
499,486,634,497,135.44740676735012
498,484,632,496,134.5362404707371
498,483,630,495,132.54433220624713
493,481,632,493,139.51702405083043
492,480,630,492,138.52075656738234
491,480,626,493,135.6244815658294
488,480,624,492,136.5283853270081
488,480,624,492,136.5283853270081
484,479,622,492,138.61096637712328
479,479,620,492,141.59802258506295
472,476,608,494,137.18600511714013
465,474,603,493,139.30183056945089
465,473,604,493,140.4314779527724
469,473,608,492,140.29255147726127
475,474,617,491,143.01398533010678
479,475,618,491,139.91783303067555
477,475,620,491,143.8923208513922
477,475,620,492,144.00694427700353
483,479,622,494,139.8070098385628
488,483,625,498,137.81872151489435
489,480,629,495,140.80127840328723
488,476,627,490,139.70325694127536
487,477,623,493,136.93794214898952
486,482,625,497,139.8070098385628
488,481,631,493,143.50261321662404
496,480,631,490,135.36986370680884
495,486,631,496,136.36715146984628
495,493,624,504,129.46814279968643
496,496,626,506,130.38404810405297
497,493,626,504,129.46814279968643
493,488,623,498,130.38404810405297
492,485,620,495,128.39003076563228
485,482,623,491,138.2931668593933
486,482,627,491,141.28694207179942
486,483,631,494,145.41664278891878
488,488,635,499,147.41099009232656
492,489,637,499,145.34441853748632
493,486,637,497,144.4195277654653
492,485,636,497,144.49913494550754
494,485,634,495,140.356688476182
500,483,630,494,130.4645545732633
498,482,632,494,134.5362404707371
496,480,631,490,135.36986370680884
496,479,633,489,137.3644786689776
495,478,627,490,132.54433220624713
488,479,620,492,132.6386067478093
481,476,616,490,135.72398461583714
476,473,607,487,131.7459676802292
473,473,605,486,132.6386067478093
472,475,610,489,138.70832707519762
473,476,613,490,140.69825869569246
476,476,614,489,138.61096637712328
475,476,614,489,139.60659010233005
472,476,613,489,141.59802258506295
470,478,614,490,144.49913494550754
469,477,613,492,144.77914214416384
470,477,613,489,143.50261321662404
469,474,614,486,145.49570440394453
468,473,611,484,143.42245291445826
466,471,610,483,144.49913494550754
466,472,609,484,143.50261321662404
470,473,615,485,145.49570440394453
474,472,619,484,145.49570440394453
477,472,621,484,144.49913494550754
478,474,621,485,143.42245291445826
481,474,620,486,139.51702405083043
484,474,621,487,137.6154061142865
485,474,622,487,137.6154061142865
487,474,621,487,134.6291201783626
486,474,624,487,138.61096637712328
486,474,624,487,138.61096637712328
488,474,623,488,135.72398461583714
485,473,625,489,140.91131963046828
485,476,624,490,139.70325694127536
485,475,624,490,139.8070098385628
485,474,626,490,141.90489773083945
487,472,626,487,139.8070098385628
491,471,625,484,134.6291201783626
488,472,624,485,136.61991070118586
489,473,626,488,137.81872151489435
492,471,627,485,135.72398461583714
493,473,631,484,138.43771162512041
493,475,632,487,139.51702405083043
490,471,631,485,141.69333082400175
489,467,629,482,140.80127840328723
486,468,627,482,141.69333082400175
488,474,625,487,137.6154061142865
490,479,626,491,136.5283853270081
494,479,627,493,133.73481222179961
498,478,624,492,126.77539193392383
498,479,622,493,124.78781991845197
498,479,620,492,122.6906679417795
497,480,619,492,122.58874336577564
493,480,618,492,125.57467897629681
494,479,619,491,125.57467897629681
491,478,622,491,131.64345787011217
491,477,624,489,133.5402561027947
489,476,626,489,137.6154061142865
489,476,625,489,136.61991070118586
487,477,623,490,136.61991070118586
487,477,620,492,133.843191832831
487,478,617,493,130.86252328302402
486,478,618,493,132.84953895290718
488,477,617,491,129.75746606650424
491,476,620,488,129.5569372901351
492,473,621,484,129.46814279968643
490,472,622,483,132.45754036671525
491,470,623,483,132.6386067478093
491,468,623,481,132.6386067478093
488,464,628,479,140.80127840328723
491,461,628,476,137.81872151489435
493,461,629,475,136.7186892857008
494,459,630,475,136.93794214898952
499,459,631,474,132.84953895290718
507,457,635,472,128.87590930814028
512,457,642,470,130.64838307457157
516,461,649,474,133.63382805263043
523,461,651,473,128.56126943990557
523,458,652,472,129.75746606650424
520,460,649,473,129.65338406690356
517,460,648,475,131.85598204101322
517,459,649,473,132.74034804836094
516,459,648,474,132.84953895290718
518,461,647,476,129.86916493148019
517,464,646,479,129.86916493148019
517,463,642,480,126.15070352558483
520,464,640,480,121.06196760337245
522,465,640,480,118.94956914591998
520,466,640,481,120.93386622447825
517,466,641,482,125.02799686470227
513,465,642,483,130.24976007655445
513,467,645,483,132.9661611087573
510,464,645,480,135.94484175576505
510,465,641,479,131.7459676802292
509,465,642,480,133.843191832831
509,466,641,480,132.74034804836094
515,467,648,480,133.63382805263043
528,468,663,481,135.6244815658294
536,471,666,482,130.4645545732633
536,470,660,482,124.57929201917949
529,467,656,480,127.66362050325849
524,465,653,478,129.65338406690356
522,461,653,474,131.64345787011217
524,459,656,471,132.54433220624713
524,459,656,472,132.6386067478093
522,458,656,472,134.72935834479432
518,455,656,471,138.92443989449805
517,455,657,471,140.91131963046828
514,453,656,470,143.01398533010678
514,452,656,468,142.89856542317
511,451,656,467,145.8800877433243
510,450,654,467,145.0
509,450,653,466,144.88616221019868
508,451,653,467,145.8800877433243
508,450,655,467,147.97972834141845
508,450,655,465,147.763324272297
509,450,654,465,145.7737973711325
508,451,655,466,147.763324272297
508,454,656,468,148.66068747318505
512,454,659,468,147.6651617681029
515,456,658,468,143.50261321662404
516,457,657,466,141.28694207179942
518,458,655,469,137.44089638822936
519,460,653,471,134.45073447177595
521,461,656,472,135.44740676735012
520,464,656,471,136.1800279042415
519,463,655,470,136.1800279042415
518,464,652,472,134.23859355639868
519,465,649,473,130.24592124131948
519,466,648,475,129.31357237351384
518,466,648,477,130.4645545732633
522,466,650,477,128.47178678604885
520,466,650,478,130.5526713629407
519,466,648,477,129.46814279968643
517,465,645,477,128.56126943990557
510,464,642,477,132.6386067478093
505,461,634,476,129.86916493148019
498,460,627,476,129.98846102635417
497,458,627,474,130.98091464026353
505,458,632,474,128.00390619039717
507,459,637,476,131.10682667199293
514,461,643,475,129.75746606650424
521,462,646,475,125.67418191498204
524,462,651,476,127.76932339180638
520,461,644,474,124.67958934805648
514,459,639,473,125.78155667664477
509,457,632,472,123.9112585683803
506,456,632,472,127.01181047445942
511,455,637,472,127.1416532848303
519,457,646,473,128.00390619039717
529,460,655,475,126.8897158953396
536,462,662,476,126.77539193392383
528,462,657,478,129.98846102635417
516,461,646,479,131.24023773218335
507,461,637,480,131.38112497615478
504,463,638,483,135.4843164355196
510,465,641,482,132.09844813622905
515,466,645,482,130.98091464026353
520,468,651,484,131.97348218486925
518,468,649,484,131.97348218486925
515,466,648,484,134.21251804507656
516,467,646,484,131.10682667199293
515,465,648,483,134.21251804507656
515,464,648,484,134.4953530795767
517,466,647,483,131.10682667199293
520,469,645,485,126.01983970788092
515,470,643,487,129.1239714383042
