61_291_distance,0_17_distance,61_291_0_17_ratio
130.034610777285,35.014282800023196,3.7137590828277327
139.05754204644924,38.01315561749642,3.6581425505870087
136.09188072769072,43.01162633521314,3.1640719573599063
141.05672617780408,42.0,3.3584934804239066
134.05968819895114,40.0,3.3514922049737783
131.06105447462264,40.0,3.276526361865566
133.09395177843356,41.012193308819754,3.2452288219808874
133.09395177843356,40.0,3.327348794460839
135.05924625881784,39.05124837953327,3.458512899413538
135.05924625881784,40.049968789001575,3.3722684522018276
135.03332921912278,41.012193308819754,3.2925166474840446
134.05968819895114,39.05124837953327,3.4329168403541157
133.09395177843356,46.04345773288535,2.8906159166099
133.06013678032951,64.19501538281614,2.072748732699071
130.09611831257686,66.03029607687671,1.9702489015210625
129.0620006043607,66.06814663663572,1.953467853641803
130.06152390311286,65.03076195155643,2.0
129.0348790056394,66.06814663663572,1.9530573441890338
126.0634760745554,68.0294054067798,1.8530733191149122
125.03599481749245,63.12685640834652,1.9807099851238659
121.03718436910205,56.00892785976178,2.1610337671908586
123.06502346320826,47.042533945356304,2.616037299482171
120.06664815842908,48.010415536631214,2.500845843894437
119.06720791217035,55.08175741568164,2.1616450436323986
124.06449935416659,56.00892785976178,2.2150843462814724
120.10412149464314,57.07889277132134,2.1041774929976937
120.06664815842908,60.07495318350236,1.998614094490905
120.06664815842908,60.03332407921454,2.0
119.03780911962384,61.032778078668514,1.9503914595889678
119.10499569707393,62.12889826803627,1.9170627359788612
120.06664815842908,64.03124237432849,1.8751260120257545
124.06449935416659,66.007575322837,1.8795494115240334
131.0953851209111,70.00714249274856,1.8726001441137259
128.06248474865697,67.06713054842886,1.9094671816350284
131.0953851209111,42.01190307520001,3.12043434181628
128.06248474865697,41.012193308819754,3.12254659935773
133.13526955694348,55.00909015790027,2.4202412578500523
140.12851244482687,73.02739212103907,1.918848645349011
141.088624630053,78.05767098754612,1.8074921124992738
128.01562404644207,62.07253821135398,2.0623552336551003
121.06609764917675,52.0,2.3281941855610913
122.01639234135715,42.01190307520001,2.9043290927085965
121.01652779682617,43.01162633521314,2.8135771210713623
121.01652779682617,39.0,3.102987892226312
119.00420160649792,45.0,2.6445378134777315
121.00413216084813,50.00999900019995,2.419598771844893
137.0,67.02984409947557,2.043865711468541
146.01369798755184,87.00574693662483,1.6782075107510832
142.0,95.00526301210897,1.4946540380810407
144.01388821915754,100.00499987500625,1.4400668806475365
148.05404418657398,98.00510190801293,1.5106769066526426
146.16771189288008,90.0,1.6240856876986676
135.05924625881784,52.3450093132096,2.5801742712601783
126.14277624977183,44.04543109109048,2.8639242056433867
131.06105447462264,47.265209192385896,2.7728863727474136
143.22360140703069,67.89698078707183,2.109425187199218
144.22205101855957,75.16648189186454,1.9187016258927652
145.34441853748632,77.78174593052023,1.868618617372224
137.2953021774598,71.17583859709698,1.9289593896412427
137.23337786413333,57.0350769263968,2.4061224295573695
129.24782396620841,42.190046219457976,3.0634672285947757
124.32618388738553,37.05401462729781,3.3552689266710125
129.18978287774928,38.118237105091836,3.389185667783469
131.13733259449805,37.21558813185679,3.523720547687479
133.13526955694348,35.12833614050059,3.7899679912094535
131.18688958886096,39.319206502675,3.336458216163033
132.13629327327143,46.04345773288535,2.8698169029754794
135.1332675546625,55.326304774492215,2.4424777346952817
133.09395177843356,63.50590523722971,2.0957728463401
133.13526955694348,63.28506932918696,2.103739017246233
133.24038426843418,64.38167441127949,2.0695389718707102
135.29966740535616,65.37583651472461,2.0695669014480997
133.30416347586447,68.26419266350405,1.952768476043702
136.36715146984628,70.25667228100119,1.9409850629478602
139.51702405083043,70.45565981523414,1.9802103112327056
138.61096637712328,70.34912934784623,1.9703295216597718
140.51334456200237,71.34423592694787,1.9695122210836966
141.59802258506295,71.17583859709698,1.9894113701505196
140.51334456200237,71.34423592694787,1.9695122210836966
143.50261321662404,72.11102550927978,1.9900231927523628
138.52075656738234,66.61080993352356,2.079553704655801
133.4541119636259,62.289646009589745,2.1424766476129933
134.45073447177595,60.207972893961475,2.233105152179282
132.24220203853233,57.14017850864661,2.3143470232337666
130.18832512940628,58.309518948453004,2.2327113561766105
128.191263352851,59.30430001273095,2.1615846291977476
129.24782396620841,60.207972893961475,2.146689512265098
132.13629327327143,61.204574992397426,2.1589283691567966
134.23859355639868,63.12685640834652,2.1264894403746974
134.13426109685773,65.19202405202648,2.0575256413240353
133.24038426843418,65.12296062065974,2.045981678329359
135.2368293032634,63.12685640834652,2.142302610927773
131.30879635424276,61.204574992397426,2.14540818836751
132.30646242719968,59.21148537234985,2.2344729505634593
132.30646242719968,59.21148537234985,2.2344729505634593
131.30879635424276,56.22277118748239,2.335509146576499
134.23859355639868,56.22277118748239,2.387619655188501
134.3726162579266,58.309518948453004,2.3044713570131696
134.3726162579266,59.30430001273095,2.26581573729191
135.29966740535616,60.29925372672534,2.2438033481895276
138.36184445142382,62.289646009589745,2.2212655443590488
137.2953021774598,67.36467917239716,2.0380903444384972
137.3644786689776,70.25667228100119,1.95518054313147
139.43457247038842,70.25667228100119,1.9846452720205812
140.4314779527724,73.17103251970687,1.9192223085679507
138.43771162512041,68.26419266350405,2.027969660573355
134.30189872075525,59.21148537234985,2.2681731065552797
133.18408313308313,50.24937810560445,2.650462317228733
134.09325113517085,50.08991914547278,2.6770506605477413
133.09395177843356,50.08991914547278,2.6571005513484214
132.13629327327143,51.15662224971465,2.5829753307062506
133.13526955694348,55.08175741568164,2.417048326040523
133.13526955694348,64.19501538281614,2.0739191160406114
129.18978287774928,62.20128616033595,2.0769632085217244
126.19429464123962,58.215118311311535,2.1677237511809597
128.191263352851,56.22277118748239,2.2800594962738496
125.09996003196804,53.150729063673246,2.3536828607205256
129.1394595001853,46.17358552246078,2.7968254585160257
133.09395177843356,43.18564576337837,3.0819025494646617
131.13733259449805,50.08991914547278,2.6180384163457067
137.01459776242822,77.00649323271382,1.7792603196248626
139.01438774457844,80.09993757800315,1.7355118112196162
136.09188072769072,65.00769185258002,2.0934735082782288
126.09916732476864,44.10215414239989,2.8592518841055132
129.0348790056394,43.04648650006177,2.997570521939212
132.03408650799233,52.15361924162119,2.5316380421518767
133.0338302838793,58.034472514187634,2.2923242776326886
134.01492454200763,58.008620049092706,2.3102587930654233
136.09188072769072,56.22277118748239,2.420582939141759
136.0588108135596,55.226805085936306,2.4636371885327013
131.0953851209111,56.22277118748239,2.331713331663356
