left,right
0.02256699576868828,0.12269938650306748
0.02256699576868828,0.12269938650306748
0.028208744710860358,0.12678936605316973
0.03667136812411847,0.1329243353783231
0.08603667136812411,0.1687116564417178
0.1241184767277856,0.19631901840490795
0.11142454160789844,0.20552147239263802
0.31452750352609316,0.3343558282208589
0.2552891396332864,0.4079754601226994
0.3949224259520452,0.31390593047034765
0.461212976022567,0.5020449897750512
0.4880112834978844,0.5224948875255624
0.5698166431593795,0.5889570552147239
0.6050775740479549,0.6196319018404908
0.6375176304654444,0.6492842535787321
0.534555712270804,0.6584867075664622
0.6685472496473909,0.6707566462167689
0.6276445698166433,0.6370143149284254
0.7461212976022568,0.6472392638036809
0.7376586741889987,0.6411042944785276
0.7306064880112835,0.5449897750511247
0.7785613540197462,0.6707566462167689
0.6953455571227082,0.6104294478527608
0.6868829337094501,0.6042944785276073
0.7263751763046544,0.632924335378323
0.5669957686882934,0.5991820040899795
0.530324400564175,0.5603271983640081
0.6840620592383639,0.6022494887525561
0.7334273624823696,0.6380368098159509
0.6953455571227082,0.6104294478527608
0.7052186177715092,0.5245398773006136
0.5923836389280677,0.6175869120654396
0.7179125528913964,0.6267893660531697
0.7207334273624825,0.5347648261758691
0.7306064880112835,0.5378323108384457
0.6502115655853316,0.5777096114519427
0.5895627644569817,0.6206543967280163
0.5444287729196051,0.5010224948875256
0.6502115655853316,0.5777096114519427
0.4301833568406207,0.5623721881390592
0.43159379407616366,0.5695296523517382
0.4358251057827927,0.5787321063394684
0.5133991537376588,0.5490797546012269
0.47390691114245426,0.5153374233128835
0.5275035260930889,0.558282208588957
0.5119887165021157,0.5449897750511247
0.5444287729196051,0.5010224948875256
0.45133991537376594,0.5122699386503068
0.4880112834978844,0.5276073619631901
0.4090267983074754,0.5449897750511247
0.5416078984485192,0.5705521472392638
0.461212976022567,0.5051124744376279
0.461212976022567,0.5040899795501023
0.4880112834978844,0.4601226993865031
0.5275035260930889,0.5603271983640081
0.35119887165021163,0.4304703476482618
0.37517630465444296,0.4498977505112475
0.4696755994358252,0.5153374233128835
0.46544428772919616,0.516359918200409
0.5148095909732018,0.4795501022494888
0.6107193229901271,0.5490797546012269
0.5486600846262342,0.574642126789366
0.534555712270804,0.4938650306748466
0.5641748942172073,0.5153374233128835
0.5543018335684063,0.5081799591002045
0.5528913963328632,0.5071574642126789
0.5401974612129761,0.49795501022494887
0.4245416078984486,0.5603271983640081
0.455571227080395,0.598159509202454
0.5543018335684063,0.5858895705521472
0.5049365303244007,0.5398773006134969
0.535966149506347,0.5685071574642127
0.5401974612129761,0.49795501022494887
0.4090267983074754,0.5357873210633946
0.5543018335684063,0.5848670756646217
0.5416078984485192,0.5695296523517382
0.5472496473906912,0.5777096114519427
0.4174894217207335,0.5572597137014313
0.531734837799718,0.5633946830265848
0.39915373765867423,0.4683026584867076
0.42031029619181953,0.6370143149284254
0.4231311706629055,0.5593047034764825
0.4005641748942173,0.5388548057259713
0.48236953455571235,0.5224948875255624
0.5091678420310297,0.541922290388548
0.41043723554301836,0.46319018404907975
0.4372355430183357,0.48466257668711654
0.3272214386459803,0.467280163599182
0.5091678420310297,0.5449897750511247
0.42595204513399165,0.474437627811861
0.39633286318758826,0.4529652351738242
0.3864598025387871,0.450920245398773
0.5035260930888577,0.5429447852760736
0.4442877291960508,0.49079754601226994
0.47390691114245426,0.5153374233128835
0.5627644569816644,0.5143149284253579
0.45133991537376594,0.4948875255623722
0.455571227080395,0.49795501022494887
0.461212976022567,0.5030674846625767
0.5063469675599437,0.5408997955010224
0.46403385049365314,0.44274028629856854
0.5105782792665727,0.47648261758691207
0.49224259520451347,0.5296523517382412
0.4090267983074754,0.551124744376278
0.4146685472496474,0.5460122699386503
0.3709449929478139,0.5081799591002045
0.3695345557122709,0.5061349693251533
0.4499294781382229,0.49079754601226994
0.3892806770098731,0.5224948875255624
0.4682651622002822,0.5071574642126789
0.5049365303244007,0.5378323108384457
0.4160789844851905,0.5501022494887525
0.5289139633286319,0.558282208588957
0.42595204513399165,0.5623721881390592
0.5063469675599437,0.4734151329243354
0.5218617771509169,0.48466257668711654
0.5867418899858957,0.607361963190184
0.531734837799718,0.5623721881390592
0.530324400564175,0.5633946830265848
0.5176304654442878,0.551124744376278
0.49506346967559955,0.5286298568507157
0.45698166431593795,0.5020449897750512
0.4936530324400565,0.5296523517382412
0.461212976022567,0.44069529652351735
0.48942172073342743,0.5276073619631901
0.42595204513399165,0.41513292433537835
0.37517630465444296,0.5081799591002045
0.4471086036671369,0.4928425357873211
0.4753173483779972,0.5153374233128835
0.41043723554301836,0.46421267893660534
0.46262341325811007,0.5102249488752556
0.45698166431593795,0.5040899795501023
0.4301833568406207,0.48261758691206547
0.3568406205923837,0.5736196319018405
0.3765867418899859,0.5184049079754601
0.4174894217207335,0.5541922290388547
0.2792665726375177,0.4928425357873211
0.4090267983074754,0.5501022494887525
0.4471086036671369,0.4959100204498978
0.43159379407616366,0.48057259713701433
0.48942172073342743,0.5316973415132924
0.39069111424541614,0.5357873210633946
0.3469675599435825,0.4897750511247444
0.3709449929478139,0.516359918200409
0.39351198871650217,0.5388548057259713
0.4076163610719324,0.5521472392638037
0.3286318758815233,0.4734151329243354
0.4992947813822286,0.5388548057259713
0.4908321579689705,0.5316973415132924
0.31311706629055014,0.46114519427402867
0.46403385049365314,0.5112474437627812
0.39915373765867423,0.3957055214723927
0.42877291960507763,0.4815950920245399
0.3921015514809592,0.3905930470347649
0.49506346967559955,0.46523517382413093
0.47390691114245426,0.4498977505112475
0.5007052186177715,0.5368098159509203
0.4372355430183357,0.4233128834355828
0.5557122708039492,0.4171779141104295
0.5528913963328632,0.4161554192229039
0.4090267983074754,0.4028629856850716
0.4245416078984486,0.48261758691206547
0.37517630465444296,0.37832310838445815
0.4851904090267984,0.3670756646216769
0.4005641748942173,0.46932515337423314
0.42031029619181953,0.4110429447852761
0.4231311706629055,0.47750511247443767
0.5740479548660086,0.5224948875255624
0.39915373765867423,0.5255623721881391
0.4696755994358252,0.50920245398773
0.3469675599435825,0.48364008179959106
0.42595204513399165,0.48773006134969327
0.4880112834978844,0.5224948875255624
0.4992947813822286,0.5327198364008179
0.38363892806770106,0.4519427402862986
0.46544428772919616,0.5051124744376279
0.5105782792665727,0.5460122699386503
0.4682651622002822,0.50920245398773
0.4753173483779972,0.516359918200409
0.32157968970380824,0.5490797546012269
0.49224259520451347,0.5327198364008179
0.4358251057827927,0.48670756646216773
0.4231311706629055,0.47648261758691207
0.4160789844851905,0.46932515337423314
0.4076163610719324,0.45603271983640087
0.3681241184767278,0.4396728016359919
0.49788434414668553,0.467280163599182
0.4414668547249648,0.42638036809815955
0.455571227080395,0.49897750511247446
0.29196050775740484,0.5184049079754601
0.43441466854724975,0.48364008179959106
0.4245416078984486,0.5460122699386503
0.4358251057827927,0.4815950920245399
0.4033850493653033,0.46114519427402867
0.4471086036671369,0.4928425357873211
0.4090267983074754,0.46421267893660534
0.4908321579689705,0.5316973415132924
0.4090267983074754,0.4028629856850716
0.5571227080394923,0.4222903885480573
0.48377997179125537,0.5255623721881391
0.4668547249647391,0.5102249488752556
0.3765867418899859,0.5869120654396728
0.4936530324400565,0.5327198364008179
0.5218617771509169,0.5572597137014313
0.5007052186177715,0.5378323108384457
0.5148095909732018,0.6288343558282208
0.46544428772919616,0.5132924335378324
0.45980253878702404,0.5051124744376279
0.44851904090267986,0.4938650306748466
0.461212976022567,0.5081799591002045
0.44851904090267986,0.4959100204498978
0.385049365303244,0.4458077709611452
0.44287729196050785,0.4897750511247444
0.4033850493653033,0.45910020449897754
0.43441466854724975,0.48466257668711654
0.32016925246826516,0.4059304703476483
0.3765867418899859,0.44274028629856854
0.4301833568406207,0.5480572597137013
0.4456981664315939,0.4928425357873211
0.44287729196050785,0.49079754601226994
0.4358251057827927,0.48773006134969327
0.45698166431593795,0.5061349693251533
0.4668547249647391,0.5122699386503068
0.4471086036671369,0.49693251533742333
0.3568406205923837,0.5051124744376279
0.47108603667136817,0.516359918200409
0.34978843441466856,0.4948875255623722
0.37517630465444296,0.5224948875255624
0.3596614950634697,0.5030674846625767
0.45698166431593795,0.5030674846625767
0.3864598025387871,0.5265848670756645
0.47390691114245426,0.5184049079754601
0.39351198871650217,0.45807770961145194
0.37376586741889994,0.5204498977505112
0.4471086036671369,0.49795501022494887
0.4880112834978844,0.5306748466257669
0.458392101551481,0.5051124744376279
0.42877291960507763,0.48057259713701433
0.44287729196050785,0.4274028629856851
0.44005641748942176,0.49079754601226994
0.45133991537376594,0.5010224948875256
0.455571227080395,0.5
0.4414668547249648,0.4897750511247444
0.3653032440056418,0.5838445807770961
0.3554301833568407,0.5010224948875256
0.36107193229901274,0.5040899795501023
0.42172073342736255,0.4723926380368098
0.3568406205923837,0.5051124744376279
0.3949224259520452,0.450920245398773
0.3187588152327222,0.467280163599182
0.33568406205923845,0.48261758691206547
0.42031029619181953,0.4723926380368098
0.4160789844851905,0.47034764826175873
0.3638928067700988,0.5020449897750512
0.4358251057827927,0.48773006134969327
0.3695345557122709,0.44069529652351735
0.44005641748942176,0.48875255623721886
0.34978843441466856,0.49079754601226994
0.42172073342736255,0.4713701431492843
0.304654442877292,0.4529652351738242
0.29760225669957696,0.44171779141104295
0.39069111424541614,0.5122699386503068
0.34414668547249655,0.4161554192229039
0.41043723554301836,0.46421267893660534
0.33568406205923845,0.4120654396728017
0.3653032440056418,0.4335378323108385
0.3102961918194641,0.4458077709611452
0.377997179125529,0.4396728016359919
0.37376586741889994,0.43660531697341515
0.39633286318758826,0.4498977505112475
0.4301833568406207,0.4785276073619632
0.37376586741889994,0.4386503067484663
0.43441466854724975,0.48466257668711654
0.44005641748942176,0.48875255623721886
0.43441466854724975,0.48568507157464214
0.4386459802538788,0.48875255623721886
0.45133991537376594,0.49795501022494887
0.44851904090267986,0.4948875255623722
0.46262341325811007,0.5061349693251533
0.45980253878702404,0.5061349693251533
0.533145275035261,0.4928425357873211
0.5049365303244007,0.4723926380368098
0.4964739069111425,0.5276073619631901
0.5176304654442878,0.5449897750511247
0.48942172073342743,0.5235173824130879
0.5133991537376588,0.5429447852760736
0.4908321579689705,0.5235173824130879
0.5557122708039492,0.50920245398773
0.5444287729196051,0.5664621676891616
0.6558533145275037,0.581799591002045
0.5585331452750354,0.5777096114519427
0.6036671368124119,0.5439672801635992
0.6107193229901271,0.5490797546012269
0.4908321579689705,0.46216768916155426
0.45698166431593795,0.4376278118609407
0.3921015514809592,0.44171779141104295
0.4358251057827927,0.4795501022494888
0.5119887165021157,0.47750511247443767
0.3596614950634697,0.48773006134969327
0.458392101551481,0.5
0.4499294781382229,0.4948875255623722
0.4880112834978844,0.5255623721881391
0.5204513399153738,0.5531697341513292
0.5416078984485192,0.5695296523517382
0.48660084626234146,0.5224948875255624
0.6248236953455572,0.5593047034764825
0.5091678420310297,0.6175869120654396
0.4767277856135403,0.5153374233128835
0.531734837799718,0.5603271983640081
0.5218617771509169,0.5439672801635992
0.5232722143864599,0.5541922290388547
0.38363892806770106,0.5173824130879345
0.36671368124118486,0.49897750511247446
0.3977433004231312,0.5286298568507157
0.4146685472496474,0.6175869120654396
0.42595204513399165,0.5470347648261759
0.3469675599435825,0.5398773006134969
0.3596614950634697,0.5562372188139059
0.3483779971791256,0.474437627811861
0.4372355430183357,0.4815950920245399
0.4414668547249648,0.558282208588957
0.4033850493653033,0.4550102249488753
0.41184767277856144,0.46114519427402867
0.377997179125529,0.5010224948875256
0.3892806770098731,0.581799591002045
0.3540197461212977,0.4274028629856851
0.4146685472496474,0.5327198364008179
0.31311706629055014,0.450920245398773
0.4146685472496474,0.46523517382413093
0.3624823695345558,0.4274028629856851
0.2877291960507758,0.4222903885480573
0.4033850493653033,0.450920245398773
0.41184767277856144,0.4570552147239264
0.39351198871650217,0.44376278118609414
0.44005641748942176,0.4795501022494888
0.38363892806770106,0.43660531697341515
0.3342736248236954,0.4519427402862986
0.4442877291960508,0.5429447852760736
0.3949224259520452,0.44274028629856854
0.42877291960507763,0.5286298568507157
0.43159379407616366,0.4734151329243354
0.3342736248236954,0.401840490797546
0.385049365303244,0.5613496932515337
0.2863187588152327,0.3732106339468303
0.4245416078984486,0.46932515337423314
0.4781382228490833,0.4529652351738242
0.37376586741889994,0.49182004089979553
0.4160789844851905,0.4079754601226994
0.44005641748942176,0.42535787321063395
0.4231311706629055,0.467280163599182
0.41889985895627646,0.46319018404907975
0.4386459802538788,0.4243353783231084
0.4372355430183357,0.4785276073619632
0.42172073342736255,0.4120654396728017
0.4301833568406207,0.5327198364008179
0.4414668547249648,0.5398773006134969
0.4273624823695346,0.5368098159509203
0.307475317348378,0.43660531697341515
0.3088857545839211,0.4376278118609407
0.34132581100141046,0.46421267893660534
0.45698166431593795,0.5572597137014313
0.4414668547249648,0.5408997955010224
0.40479548660084635,0.5214723926380369
0.38222849083215804,0.44887525562372194
0.33850493653032443,0.5296523517382412
0.46262341325811007,0.5
0.36671368124118486,0.49795501022494887
0.454160789844852,0.574642126789366
0.38787023977433016,0.5848670756646217
0.39351198871650217,0.5235173824130879
0.39633286318758826,0.5286298568507157
0.3638928067700988,0.49897750511247446
0.35825105782792677,0.4938650306748466
0.3638928067700988,0.5725971370143149
0.3638928067700988,0.574642126789366
0.48942172073342743,0.5991820040899795
0.49788434414668553,0.5327198364008179
0.38363892806770106,0.591002044989775
0.4062059238363893,0.6145194274028629
0.3272214386459803,0.5439672801635992
0.3102961918194641,0.46216768916155426
0.3709449929478139,0.5777096114519427
0.4471086036671369,0.49079754601226994
0.5063469675599437,0.5429447852760736
0.4372355430183357,0.4233128834355828
0.5726375176304656,0.5214723926380369
0.46403385049365314,0.5071574642126789
0.4358251057827927,0.48568507157464214
0.4062059238363893,0.46523517382413093
0.4174894217207335,0.408997955010225
0.3977433004231312,0.3946830265848671
0.47390691114245426,0.5132924335378324
0.4499294781382229,0.49693251533742333
0.44851904090267986,0.4314928425357873
0.45133991537376594,0.4335378323108385
0.4696755994358252,0.4468302658486708
0.3921015514809592,0.4601226993865031
0.44005641748942176,0.49079754601226994
0.4076163610719324,0.4713701431492843
0.5543018335684063,0.5081799591002045
0.4767277856135403,0.516359918200409
0.45980253878702404,0.5010224948875256
0.5782792665726376,0.5255623721881391
0.3892806770098731,0.4529652351738242
0.5585331452750354,0.5112474437627812
0.5641748942172073,0.4222903885480573
0.5063469675599437,0.4734151329243354
0.4781382228490833,0.4529652351738242
0.5105782792665727,0.47648261758691207
0.48095909732016934,0.4550102249488753
0.4076163610719324,0.467280163599182
0.4992947813822286,0.4683026584867076
0.3949224259520452,0.5296523517382412
0.49224259520451347,0.46319018404907975
0.41184767277856144,0.4683026584867076
0.4442877291960508,0.49079754601226994
0.4090267983074754,0.46421267893660534
0.3568406205923837,0.4959100204498978
0.454160789844852,0.49693251533742333
0.38222849083215804,0.5194274028629857
0.33004231311706633,0.47648261758691207
0.45980253878702404,0.5030674846625767
0.38222849083215804,0.5173824130879345
0.4414668547249648,0.48875255623721886
0.5133991537376588,0.38548057259713703
0.5105782792665727,0.38241308793456036
0.45133991537376594,0.49795501022494887
0.455571227080395,0.3445807770961145
0.4936530324400565,0.46421267893660534
0.42172073342736255,0.4815950920245399
