Frame,BPM,BPM_filtre,BPM_interp
2287,88.0,0.0,97.93406593406593
2288,88.0,0.0,98.19780219780219
2289,88.0,0.0,98.46153846153847
2290,88.0,0.0,98.72527472527473
2291,88.0,0.0,98.98901098901099
2292,88.0,0.0,99.25274725274726
2293,88.0,0.0,99.51648351648352
2294,88.0,0.0,99.78021978021978
2295,64.0,0.0,100.04395604395604
2296,64.0,0.0,100.3076923076923
2297,64.0,0.0,100.57142857142857
2298,64.0,0.0,100.83516483516483
2299,64.0,0.0,101.0989010989011
2300,64.0,0.0,101.36263736263737
2301,64.0,0.0,101.62637362637363
2302,64.0,0.0,101.8901098901099
2303,64.0,0.0,102.15384615384616
2304,64.0,0.0,102.41758241758242
2305,64.0,0.0,102.68131868131869
2306,64.0,0.0,102.94505494505495
2307,64.0,0.0,103.20879120879121
2308,64.0,0.0,103.47252747252747
2309,64.0,0.0,103.73626373626374
2310,104.0,104.0,104.0
2311,104.0,104.0,104.0
2312,104.0,104.0,104.0
2313,104.0,104.0,104.0
2314,104.0,104.0,104.0
2315,104.0,104.0,104.0
2316,104.0,104.0,104.0
2317,104.0,104.0,104.0
2318,104.0,104.0,104.0
2319,104.0,104.0,104.0
2320,104.0,104.0,104.0
2321,104.0,104.0,104.0
2322,104.0,104.0,104.0
2323,104.0,104.0,104.0
2324,104.0,104.0,104.0
2325,104.0,104.0,104.0
2326,104.0,104.0,104.0
2327,104.0,104.0,104.0
2328,104.0,104.0,104.0
2329,104.0,104.0,104.0
2330,104.0,104.0,104.0
2331,104.0,104.0,104.0
2332,104.0,104.0,104.0
2333,104.0,104.0,104.0
2334,104.0,104.0,104.0
2335,104.0,104.0,104.0
2336,104.0,104.0,104.0
2337,104.0,104.0,104.0
2338,104.0,104.0,104.0
2339,104.0,104.0,104.0
2340,104.0,104.0,104.0
2341,104.0,104.0,104.0
2342,104.0,104.0,104.0
2343,104.0,104.0,104.0
2344,104.0,104.0,104.0
2345,104.0,104.0,104.0
2346,104.0,104.0,104.0
2347,104.0,104.0,104.0
2348,104.0,104.0,104.0
2349,104.0,104.0,104.0
2350,104.0,104.0,104.0
2351,104.0,104.0,104.0
2352,104.0,104.0,104.0
2353,104.0,104.0,104.0
2354,104.0,104.0,104.0
2355,104.0,104.0,104.0
2356,104.0,104.0,104.0
2357,104.0,104.0,104.0
2358,104.0,104.0,104.0
2359,104.0,104.0,104.0
2360,104.0,104.0,104.0
2361,104.0,104.0,104.0
2362,104.0,104.0,104.0
2363,104.0,104.0,104.0
2364,104.0,104.0,104.0
2365,104.0,104.0,104.0
2366,104.0,104.0,104.0
2367,104.0,104.0,104.0
2368,104.0,104.0,104.0
2369,104.0,104.0,104.0
2370,88.0,88.0,88.0
2371,88.0,88.0,88.0
2372,88.0,88.0,88.0
2373,88.0,88.0,88.0
2374,88.0,88.0,88.0
2375,88.0,88.0,88.0
2376,88.0,88.0,88.0
2377,88.0,88.0,88.0
2378,88.0,88.0,88.0
2379,88.0,88.0,88.0
2380,88.0,88.0,88.0
2381,88.0,88.0,88.0
2382,88.0,88.0,88.0
2383,88.0,88.0,88.0
2384,88.0,88.0,88.0
2385,88.0,88.0,88.0
2386,88.0,88.0,88.0
2387,88.0,88.0,88.0
2388,88.0,88.0,88.0
2389,88.0,88.0,88.0
2390,88.0,88.0,88.0
2391,88.0,88.0,88.0
2392,88.0,88.0,88.0
2393,88.0,88.0,88.0
2394,88.0,88.0,88.0
2395,88.0,88.0,88.0
2396,88.0,88.0,88.0
2397,88.0,88.0,88.0
2398,88.0,88.0,88.0
2399,88.0,88.0,88.0
2400,88.0,88.0,88.0
2401,88.0,88.0,88.0
2402,88.0,88.0,88.0
2403,88.0,88.0,88.0
2404,88.0,88.0,88.0
2405,88.0,88.0,88.0
2406,88.0,88.0,88.0
2407,88.0,88.0,88.0
2408,88.0,88.0,88.0
2409,88.0,88.0,88.0
2410,88.0,88.0,88.0
2411,88.0,88.0,88.0
2412,88.0,88.0,88.0
2413,88.0,88.0,88.0
2414,88.0,88.0,88.0
2415,88.0,88.0,88.0
2416,88.0,88.0,88.0
2417,88.0,88.0,88.0
2418,88.0,88.0,88.0
2419,88.0,88.0,88.0
2420,88.0,88.0,88.0
2421,88.0,88.0,88.0
2422,88.0,88.0,88.0
2423,88.0,88.0,88.0
2424,88.0,88.0,88.0
2425,88.0,88.0,88.0
2426,88.0,88.0,88.0
2427,88.0,88.0,88.0
2428,88.0,88.0,88.0
2429,88.0,88.0,88.0
2430,88.0,88.0,88.0
2431,88.0,88.0,88.0
2432,88.0,88.0,88.0
2433,88.0,88.0,88.0
2434,88.0,88.0,88.0
2435,88.0,88.0,88.0
2436,88.0,88.0,88.0
2437,88.0,88.0,88.0
2438,88.0,88.0,88.0
2439,88.0,88.0,88.0
2440,88.0,88.0,88.0
2441,88.0,88.0,88.0
2442,88.0,88.0,88.0
2443,88.0,88.0,88.0
2444,88.0,88.0,88.0
2445,88.0,88.0,88.0
2446,88.0,88.0,88.0
2447,88.0,88.0,88.0
2448,88.0,88.0,88.0
2449,88.0,88.0,88.0
2450,88.0,88.0,88.0
2451,88.0,88.0,88.0
2452,88.0,88.0,88.0
2453,88.0,88.0,88.0
2454,88.0,88.0,88.0
2455,88.0,88.0,88.0
2456,88.0,88.0,88.0
2457,88.0,88.0,88.0
2458,88.0,88.0,88.0
2459,88.0,88.0,88.0
2460,120.0,0.0,88.69565217391305
2461,120.0,0.0,89.3913043478261
2462,120.0,0.0,90.08695652173913
2463,120.0,0.0,90.78260869565217
2464,120.0,0.0,91.47826086956522
2465,120.0,0.0,92.17391304347827
2466,120.0,0.0,92.86956521739131
2467,120.0,0.0,93.56521739130434
2468,120.0,0.0,94.26086956521739
2469,120.0,0.0,94.95652173913044
2470,120.0,0.0,95.65217391304348
2471,120.0,0.0,96.34782608695652
2472,120.0,0.0,97.04347826086956
2473,120.0,0.0,97.73913043478261
2474,120.0,0.0,98.43478260869566
2475,72.0,0.0,99.13043478260869
2476,72.0,0.0,99.82608695652173
2477,72.0,0.0,100.52173913043478
2478,72.0,0.0,101.21739130434783
2479,72.0,0.0,101.91304347826087
2480,72.0,0.0,102.6086956521739
2481,72.0,0.0,103.30434782608695
2482,72.0,0.0,104.0
2483,72.0,0.0,104.69565217391305
2484,72.0,0.0,105.3913043478261
2485,72.0,0.0,106.08695652173913
2486,72.0,0.0,106.78260869565217
2487,72.0,0.0,107.47826086956522
2488,72.0,0.0,108.17391304347827
2489,72.0,0.0,108.86956521739131
2490,72.0,0.0,109.56521739130434
2491,72.0,0.0,110.26086956521739
2492,72.0,0.0,110.95652173913044
2493,72.0,0.0,111.65217391304347
2494,72.0,0.0,112.34782608695652
2495,72.0,0.0,113.04347826086956
2496,72.0,0.0,113.73913043478261
2497,72.0,0.0,114.43478260869566
2498,72.0,0.0,115.13043478260869
2499,72.0,0.0,115.82608695652173
2500,72.0,0.0,116.52173913043478
2501,72.0,0.0,117.21739130434783
2502,72.0,0.0,117.91304347826087
2503,72.0,0.0,118.6086956521739
2504,72.0,0.0,119.30434782608695
2505,120.0,120.0,120.0
2506,120.0,120.0,120.0
2507,120.0,120.0,120.0
2508,120.0,120.0,120.0
2509,120.0,120.0,120.0
2510,120.0,120.0,120.0
2511,120.0,120.0,120.0
2512,120.0,120.0,120.0
2513,120.0,120.0,120.0
2514,120.0,120.0,120.0
2515,120.0,120.0,120.0
2516,120.0,120.0,120.0
2517,120.0,120.0,120.0
2518,120.0,120.0,120.0
2519,120.0,120.0,120.0
2520,120.0,120.0,120.0
2521,120.0,120.0,120.0
2522,120.0,120.0,120.0
2523,120.0,120.0,120.0
2524,120.0,120.0,120.0
2525,120.0,120.0,120.0
2526,120.0,120.0,120.0
2527,120.0,120.0,120.0
2528,120.0,120.0,120.0
2529,120.0,120.0,120.0
2530,120.0,120.0,120.0
2531,120.0,120.0,120.0
2532,120.0,120.0,120.0
2533,120.0,120.0,120.0
2534,120.0,120.0,120.0
2535,120.0,120.0,120.0
2536,120.0,120.0,120.0
2537,120.0,120.0,120.0
2538,120.0,120.0,120.0
2539,120.0,120.0,120.0
2540,120.0,120.0,120.0
2541,120.0,120.0,120.0
2542,120.0,120.0,120.0
2543,120.0,120.0,120.0
2544,120.0,120.0,120.0
2545,120.0,120.0,120.0
2546,120.0,120.0,120.0
2547,120.0,120.0,120.0
2548,120.0,120.0,120.0
2549,120.0,120.0,120.0
2550,120.0,120.0,120.0
2551,120.0,120.0,120.0
2552,120.0,120.0,120.0
2553,120.0,120.0,120.0
2554,120.0,120.0,120.0
2555,120.0,120.0,120.0
2556,120.0,120.0,120.0
2557,120.0,120.0,120.0
2558,120.0,120.0,120.0
2559,120.0,120.0,120.0
2560,120.0,120.0,120.0
2561,120.0,120.0,120.0
2562,120.0,120.0,120.0
2563,120.0,120.0,120.0
2564,120.0,120.0,120.0
2565,120.0,120.0,120.0
2566,120.0,120.0,120.0
2567,120.0,120.0,120.0
2568,120.0,120.0,120.0
2569,120.0,120.0,120.0
2570,120.0,120.0,120.0
2571,120.0,120.0,120.0
2572,120.0,120.0,120.0
2573,120.0,120.0,120.0
2574,120.0,120.0,120.0
2575,120.0,120.0,120.0
2576,120.0,120.0,120.0
2577,120.0,120.0,120.0
2578,120.0,120.0,120.0
2579,120.0,120.0,120.0
2580,80.0,0.0,119.47540983606558
2581,80.0,0.0,118.95081967213115
2582,80.0,0.0,118.42622950819673
2583,80.0,0.0,117.90163934426229
2584,80.0,0.0,117.37704918032787
2585,80.0,0.0,116.85245901639344
2586,80.0,0.0,116.32786885245902
2587,80.0,0.0,115.80327868852459
2588,80.0,0.0,115.27868852459017
2589,80.0,0.0,114.75409836065573
2590,80.0,0.0,114.22950819672131
2591,80.0,0.0,113.70491803278688
2592,80.0,0.0,113.18032786885246
2593,80.0,0.0,112.65573770491804
2594,80.0,0.0,112.1311475409836
2595,72.0,0.0,111.60655737704919
2596,72.0,0.0,111.08196721311475
2597,72.0,0.0,110.55737704918033
2598,72.0,0.0,110.0327868852459
2599,72.0,0.0,109.50819672131148
2600,72.0,0.0,108.98360655737704
2601,72.0,0.0,108.45901639344262
2602,72.0,0.0,107.93442622950819
2603,72.0,0.0,107.40983606557377
2604,72.0,0.0,106.88524590163934
2605,72.0,0.0,106.36065573770492
2606,72.0,0.0,105.8360655737705
2607,72.0,0.0,105.31147540983606
2608,72.0,0.0,104.78688524590164
2609,72.0,0.0,104.26229508196721
2610,80.0,0.0,103.73770491803279
2611,80.0,0.0,103.21311475409836
2612,80.0,0.0,102.68852459016394
2613,80.0,0.0,102.1639344262295
2614,80.0,0.0,101.63934426229508
2615,80.0,0.0,101.11475409836066
2616,80.0,0.0,100.59016393442623
2617,80.0,0.0,100.0655737704918
2618,80.0,0.0,99.54098360655738
2619,80.0,0.0,99.01639344262296
2620,80.0,0.0,98.49180327868852
2621,80.0,0.0,97.9672131147541
2622,80.0,0.0,97.44262295081967
2623,80.0,0.0,96.91803278688525
2624,80.0,0.0,96.39344262295081
2625,80.0,0.0,95.8688524590164
2626,80.0,0.0,95.34426229508196
2627,80.0,0.0,94.81967213114754
2628,80.0,0.0,94.29508196721312
2629,80.0,0.0,93.77049180327869
2630,80.0,0.0,93.24590163934425
2631,80.0,0.0,92.72131147540983
2632,80.0,0.0,92.19672131147541
2633,80.0,0.0,91.67213114754098
2634,80.0,0.0,91.14754098360656
2635,80.0,0.0,90.62295081967213
2636,80.0,0.0,90.09836065573771
2637,80.0,0.0,89.57377049180327
2638,80.0,0.0,89.04918032786885
2639,80.0,0.0,88.52459016393442
2640,88.0,88.0,88.0
2641,88.0,88.0,88.0
2642,88.0,88.0,88.0
2643,88.0,88.0,88.0
2644,88.0,88.0,88.0
2645,88.0,88.0,88.0
2646,88.0,88.0,88.0
2647,88.0,88.0,88.0
2648,88.0,88.0,88.0
2649,88.0,88.0,88.0
2650,88.0,88.0,88.0
2651,88.0,88.0,88.0
2652,88.0,88.0,88.0
2653,88.0,88.0,88.0
2654,88.0,88.0,88.0
2655,88.0,88.0,88.0
2656,88.0,88.0,88.0
2657,88.0,88.0,88.0
2658,88.0,88.0,88.0
2659,88.0,88.0,88.0
2660,88.0,88.0,88.0
2661,88.0,88.0,88.0
2662,88.0,88.0,88.0
2663,88.0,88.0,88.0
2664,88.0,88.0,88.0
2665,88.0,88.0,88.0
2666,88.0,88.0,88.0
2667,88.0,88.0,88.0
2668,88.0,88.0,88.0
2669,88.0,88.0,88.0
2670,88.0,88.0,88.0
2671,88.0,88.0,88.0
2672,88.0,88.0,88.0
2673,88.0,88.0,88.0
2674,88.0,88.0,88.0
2675,88.0,88.0,88.0
2676,88.0,88.0,88.0
2677,88.0,88.0,88.0
2678,88.0,88.0,88.0
2679,88.0,88.0,88.0
2680,88.0,88.0,88.0
2681,88.0,88.0,88.0
2682,88.0,88.0,88.0
2683,88.0,88.0,88.0
2684,88.0,88.0,88.0
2685,88.0,88.0,88.0
2686,88.0,88.0,88.0
2687,88.0,88.0,88.0
2688,88.0,88.0,88.0
2689,88.0,88.0,88.0
2690,88.0,88.0,88.0
2691,88.0,88.0,88.0
2692,88.0,88.0,88.0
2693,88.0,88.0,88.0
2694,88.0,88.0,88.0
2695,88.0,88.0,88.0
2696,88.0,88.0,88.0
2697,88.0,88.0,88.0
2698,88.0,88.0,88.0
2699,88.0,88.0,88.0
2700,88.0,88.0,88.0
2701,88.0,88.0,88.0
2702,88.0,88.0,88.0
2703,88.0,88.0,88.0
2704,88.0,88.0,88.0
2705,88.0,88.0,88.0
2706,88.0,88.0,88.0
2707,88.0,88.0,88.0
2708,88.0,88.0,88.0
2709,88.0,88.0,88.0
2710,88.0,88.0,88.0
2711,88.0,88.0,88.0
2712,88.0,88.0,88.0
2713,88.0,88.0,88.0
2714,88.0,88.0,88.0
2715,88.0,88.0,88.0
2716,88.0,88.0,88.0
2717,88.0,88.0,88.0
2718,88.0,88.0,88.0
2719,88.0,88.0,88.0
2720,88.0,88.0,88.0
2721,88.0,88.0,88.0
2722,88.0,88.0,88.0
2723,88.0,88.0,88.0
2724,88.0,88.0,88.0
2725,88.0,88.0,88.0
2726,88.0,88.0,88.0
2727,88.0,88.0,88.0
2728,88.0,88.0,88.0
2729,88.0,88.0,88.0
2730,104.0,0.0,88.0
2731,104.0,0.0,88.0
2732,104.0,0.0,88.0
2733,104.0,0.0,88.0
2734,104.0,0.0,88.0
2735,104.0,0.0,88.0
2736,104.0,0.0,88.0
2737,104.0,0.0,88.0
2738,104.0,0.0,88.0
2739,104.0,0.0,88.0
2740,104.0,0.0,88.0
2741,104.0,0.0,88.0
2742,104.0,0.0,88.0
2743,104.0,0.0,88.0
2744,104.0,0.0,88.0
2745,88.0,88.0,88.0
2746,88.0,88.0,88.0
2747,88.0,88.0,88.0
2748,88.0,88.0,88.0
2749,88.0,88.0,88.0
2750,88.0,88.0,88.0
2751,88.0,88.0,88.0
2752,88.0,88.0,88.0
2753,88.0,88.0,88.0
2754,88.0,88.0,88.0
2755,88.0,88.0,88.0
2756,88.0,88.0,88.0
2757,88.0,88.0,88.0
2758,88.0,88.0,88.0
2759,88.0,88.0,88.0
2760,88.0,88.0,88.0
2761,88.0,88.0,88.0
2762,88.0,88.0,88.0
2763,88.0,88.0,88.0
2764,88.0,88.0,88.0
2765,88.0,88.0,88.0
2766,88.0,88.0,88.0
2767,88.0,88.0,88.0
2768,88.0,88.0,88.0
2769,88.0,88.0,88.0
2770,88.0,88.0,88.0
2771,88.0,88.0,88.0
2772,88.0,88.0,88.0
2773,88.0,88.0,88.0
2774,88.0,88.0,88.0
2775,88.0,88.0,88.0
2776,88.0,88.0,88.0
2777,88.0,88.0,88.0
2778,88.0,88.0,88.0
2779,88.0,88.0,88.0
2780,88.0,88.0,88.0
2781,88.0,88.0,88.0
2782,88.0,88.0,88.0
2783,88.0,88.0,88.0
2784,88.0,88.0,88.0
2785,88.0,88.0,88.0
2786,88.0,88.0,88.0
2787,88.0,88.0,88.0
2788,88.0,88.0,88.0
2789,88.0,88.0,88.0
2790,88.0,88.0,88.0
2791,88.0,88.0,88.0
2792,88.0,88.0,88.0
2793,88.0,88.0,88.0
2794,88.0,88.0,88.0
2795,88.0,88.0,88.0
2796,88.0,88.0,88.0
2797,88.0,88.0,88.0
2798,88.0,88.0,88.0
2799,88.0,88.0,88.0
2800,88.0,88.0,88.0
2801,88.0,88.0,88.0
2802,88.0,88.0,88.0
2803,88.0,88.0,88.0
2804,88.0,88.0,88.0
2805,88.0,88.0,88.0
2806,88.0,88.0,88.0
2807,88.0,88.0,88.0
2808,88.0,88.0,88.0
2809,88.0,88.0,88.0
2810,88.0,88.0,88.0
2811,88.0,88.0,88.0
2812,88.0,88.0,88.0
2813,88.0,88.0,88.0
2814,88.0,88.0,88.0
2815,88.0,88.0,88.0
2816,88.0,88.0,88.0
2817,88.0,88.0,88.0
2818,88.0,88.0,88.0
2819,88.0,88.0,88.0
2820,96.0,96.0,96.0
2821,96.0,96.0,96.0
2822,96.0,96.0,96.0
2823,96.0,96.0,96.0
2824,96.0,96.0,96.0
2825,96.0,96.0,96.0
2826,96.0,96.0,96.0
2827,96.0,96.0,96.0
2828,96.0,96.0,96.0
2829,96.0,96.0,96.0
2830,96.0,96.0,96.0
2831,96.0,96.0,96.0
2832,96.0,96.0,96.0
2833,96.0,96.0,96.0
2834,96.0,96.0,96.0
2835,96.0,96.0,96.0
2836,96.0,96.0,96.0
2837,96.0,96.0,96.0
2838,96.0,96.0,96.0
2839,96.0,96.0,96.0
2840,96.0,96.0,96.0
2841,96.0,96.0,96.0
2842,96.0,96.0,96.0
2843,96.0,96.0,96.0
2844,96.0,96.0,96.0
2845,96.0,96.0,96.0
2846,96.0,96.0,96.0
2847,96.0,96.0,96.0
2848,96.0,96.0,96.0
2849,96.0,96.0,96.0
2850,96.0,96.0,96.0
2851,96.0,96.0,96.0
2852,96.0,96.0,96.0
2853,96.0,96.0,96.0
2854,96.0,96.0,96.0
2855,96.0,96.0,96.0
2856,96.0,96.0,96.0
2857,96.0,96.0,96.0
2858,96.0,96.0,96.0
2859,96.0,96.0,96.0
2860,96.0,96.0,96.0
2861,96.0,96.0,96.0
2862,96.0,96.0,96.0
2863,96.0,96.0,96.0
2864,96.0,96.0,96.0
2865,96.0,96.0,96.0
2866,96.0,96.0,96.0
2867,96.0,96.0,96.0
2868,96.0,96.0,96.0
2869,96.0,96.0,96.0
2870,96.0,96.0,96.0
2871,96.0,96.0,96.0
2872,96.0,96.0,96.0
2873,96.0,96.0,96.0
2874,96.0,96.0,96.0
2875,96.0,96.0,96.0
2876,96.0,96.0,96.0
2877,96.0,96.0,96.0
2878,96.0,96.0,96.0
2879,96.0,96.0,96.0
2880,96.0,96.0,96.0
2881,96.0,96.0,96.0
2882,96.0,96.0,96.0
2883,96.0,96.0,96.0
2884,96.0,96.0,96.0
2885,96.0,96.0,96.0
2886,96.0,96.0,96.0
2887,96.0,96.0,96.0
2888,96.0,96.0,96.0
2889,96.0,96.0,96.0
2890,96.0,96.0,96.0
2891,96.0,96.0,96.0
2892,96.0,96.0,96.0
2893,96.0,96.0,96.0
2894,96.0,96.0,96.0
2895,96.0,96.0,96.0
2896,96.0,96.0,96.0
2897,96.0,96.0,96.0
2898,96.0,96.0,96.0
2899,96.0,96.0,96.0
2900,96.0,96.0,96.0
2901,96.0,96.0,96.0
2902,96.0,96.0,96.0
2903,96.0,96.0,96.0
2904,96.0,96.0,96.0
2905,96.0,96.0,96.0
2906,96.0,96.0,96.0
2907,96.0,96.0,96.0
2908,96.0,96.0,96.0
2909,96.0,96.0,96.0
2910,64.0,0.0,96.05298013245033
2911,64.0,0.0,96.10596026490066
2912,64.0,0.0,96.15894039735099
2913,64.0,0.0,96.21192052980132
2914,64.0,0.0,96.26490066225166
2915,64.0,0.0,96.31788079470199
2916,64.0,0.0,96.37086092715232
2917,64.0,0.0,96.42384105960265
2918,64.0,0.0,96.47682119205298
2919,64.0,0.0,96.52980132450331
2920,64.0,0.0,96.58278145695364
2921,64.0,0.0,96.63576158940397
2922,64.0,0.0,96.6887417218543
2923,64.0,0.0,96.74172185430463
2924,64.0,0.0,96.79470198675497
2925,64.0,0.0,96.8476821192053
2926,64.0,0.0,96.90066225165563
2927,64.0,0.0,96.95364238410596
2928,64.0,0.0,97.00662251655629
2929,64.0,0.0,97.05960264900662
2930,64.0,0.0,97.11258278145695
2931,64.0,0.0,97.16556291390728
2932,64.0,0.0,97.21854304635761
2933,64.0,0.0,97.27152317880795
2934,64.0,0.0,97.32450331125828
2935,64.0,0.0,97.37748344370861
2936,64.0,0.0,97.43046357615894
2937,64.0,0.0,97.48344370860927
2938,64.0,0.0,97.5364238410596
2939,64.0,0.0,97.58940397350993
2940,96.0,0.0,97.64238410596026
2941,96.0,0.0,97.69536423841059
2942,96.0,0.0,97.74834437086093
2943,96.0,0.0,97.80132450331126
2944,96.0,0.0,97.8543046357616
2945,96.0,0.0,97.90728476821192
2946,96.0,0.0,97.96026490066225
2947,96.0,0.0,98.01324503311258
2948,96.0,0.0,98.06622516556291
2949,96.0,0.0,98.11920529801324
2950,96.0,0.0,98.17218543046357
2951,96.0,0.0,98.2251655629139
2952,96.0,0.0,98.27814569536424
2953,96.0,0.0,98.33112582781457
2954,96.0,0.0,98.3841059602649
2955,64.0,0.0,98.43708609271523
2956,64.0,0.0,98.49006622516556
2957,64.0,0.0,98.54304635761589
2958,64.0,0.0,98.59602649006622
2959,64.0,0.0,98.64900662251655
2960,64.0,0.0,98.70198675496688
2961,64.0,0.0,98.75496688741723
2962,64.0,0.0,98.80794701986756
2963,64.0,0.0,98.86092715231788
2964,64.0,0.0,98.91390728476821
2965,64.0,0.0,98.96688741721854
2966,64.0,0.0,99.01986754966887
2967,64.0,0.0,99.0728476821192
2968,64.0,0.0,99.12582781456953
2969,64.0,0.0,99.17880794701986
2970,64.0,0.0,99.23178807947019
2971,64.0,0.0,99.28476821192054
2972,64.0,0.0,99.33774834437087
2973,64.0,0.0,99.3907284768212
2974,64.0,0.0,99.44370860927152
2975,64.0,0.0,99.49668874172185
2976,64.0,0.0,99.54966887417218
2977,64.0,0.0,99.60264900662251
2978,64.0,0.0,99.65562913907284
2979,64.0,0.0,99.70860927152317
2980,64.0,0.0,99.76158940397352
2981,64.0,0.0,99.81456953642385
2982,64.0,0.0,99.86754966887418
2983,64.0,0.0,99.9205298013245
2984,64.0,0.0,99.97350993377484
2985,104.0,0.0,100.02649006622516
2986,104.0,0.0,100.0794701986755
2987,104.0,0.0,100.13245033112582
2988,104.0,0.0,100.18543046357615
2989,104.0,0.0,100.23841059602648
2990,104.0,0.0,100.29139072847683
2991,104.0,0.0,100.34437086092716
2992,104.0,0.0,100.39735099337749
2993,104.0,0.0,100.45033112582782
2994,104.0,0.0,100.50331125827815
2995,104.0,0.0,100.55629139072848
2996,104.0,0.0,100.6092715231788
2997,104.0,0.0,100.66225165562913
2998,104.0,0.0,100.71523178807946
2999,104.0,0.0,100.76821192052981
3000,120.0,0.0,100.82119205298014
3001,120.0,0.0,100.87417218543047
3002,120.0,0.0,100.9271523178808
3003,120.0,0.0,100.98013245033113
3004,120.0,0.0,101.03311258278146
3005,120.0,0.0,101.08609271523179
3006,120.0,0.0,101.13907284768212
3007,120.0,0.0,101.19205298013244
3008,120.0,0.0,101.24503311258277
3009,120.0,0.0,101.29801324503312
3010,120.0,0.0,101.35099337748345
3011,120.0,0.0,101.40397350993378
3012,120.0,0.0,101.45695364238411
3013,120.0,0.0,101.50993377483444
3014,120.0,0.0,101.56291390728477
3015,120.0,0.0,101.6158940397351
3016,120.0,0.0,101.66887417218543
3017,120.0,0.0,101.72185430463576
3018,120.0,0.0,101.7748344370861
3019,120.0,0.0,101.82781456953643
3020,120.0,0.0,101.88079470198676
3021,120.0,0.0,101.93377483443709
3022,120.0,0.0,101.98675496688742
3023,120.0,0.0,102.03973509933775
3024,120.0,0.0,102.09271523178808
3025,120.0,0.0,102.1456953642384
3026,120.0,0.0,102.19867549668874
3027,120.0,0.0,102.25165562913907
3028,120.0,0.0,102.30463576158941
3029,120.0,0.0,102.35761589403974
3030,120.0,0.0,102.41059602649007
3031,120.0,0.0,102.4635761589404
3032,120.0,0.0,102.51655629139073
3033,120.0,0.0,102.56953642384106
3034,120.0,0.0,102.62251655629139
3035,120.0,0.0,102.67549668874172
3036,120.0,0.0,102.72847682119205
3037,120.0,0.0,102.78145695364239
3038,120.0,0.0,102.83443708609272
3039,120.0,0.0,102.88741721854305
3040,120.0,0.0,102.94039735099338
3041,120.0,0.0,102.99337748344371
3042,120.0,0.0,103.04635761589404
3043,120.0,0.0,103.09933774834437
3044,120.0,0.0,103.1523178807947
3045,112.0,0.0,103.20529801324503
3046,112.0,0.0,103.25827814569536
3047,112.0,0.0,103.3112582781457
3048,112.0,0.0,103.36423841059603
3049,112.0,0.0,103.41721854304636
3050,112.0,0.0,103.47019867549669
3051,112.0,0.0,103.52317880794702
3052,112.0,0.0,103.57615894039735
3053,112.0,0.0,103.62913907284768
3054,112.0,0.0,103.68211920529801
3055,112.0,0.0,103.73509933774835
3056,112.0,0.0,103.78807947019868
3057,112.0,0.0,103.84105960264901
3058,112.0,0.0,103.89403973509934
3059,112.0,0.0,103.94701986754967
3060,104.0,104.0,104.0
3061,104.0,104.0,104.0
3062,104.0,104.0,104.0
3063,104.0,104.0,104.0
3064,104.0,104.0,104.0
3065,104.0,104.0,104.0
3066,104.0,104.0,104.0
3067,104.0,104.0,104.0
3068,104.0,104.0,104.0
3069,104.0,104.0,104.0
3070,104.0,104.0,104.0
3071,104.0,104.0,104.0
3072,104.0,104.0,104.0
3073,104.0,104.0,104.0
3074,104.0,104.0,104.0
3075,104.0,104.0,104.0
3076,104.0,104.0,104.0
3077,104.0,104.0,104.0
3078,104.0,104.0,104.0
3079,104.0,104.0,104.0
3080,104.0,104.0,104.0
3081,104.0,104.0,104.0
3082,104.0,104.0,104.0
3083,104.0,104.0,104.0
3084,104.0,104.0,104.0
3085,104.0,104.0,104.0
3086,104.0,104.0,104.0
3087,104.0,104.0,104.0
3088,104.0,104.0,104.0
3089,104.0,104.0,104.0
3090,104.0,104.0,104.0
3091,104.0,104.0,104.0
3092,104.0,104.0,104.0
3093,104.0,104.0,104.0
3094,104.0,104.0,104.0
3095,104.0,104.0,104.0
3096,104.0,104.0,104.0
3097,104.0,104.0,104.0
3098,104.0,104.0,104.0
3099,104.0,104.0,104.0
3100,104.0,104.0,104.0
3101,104.0,104.0,104.0
3102,104.0,104.0,104.0
3103,104.0,104.0,104.0
3104,104.0,104.0,104.0
3105,104.0,104.0,104.0
3106,104.0,104.0,104.0
3107,104.0,104.0,104.0
3108,104.0,104.0,104.0
3109,104.0,104.0,104.0
3110,104.0,104.0,104.0
3111,104.0,104.0,104.0
3112,104.0,104.0,104.0
3113,104.0,104.0,104.0
3114,104.0,104.0,104.0
3115,104.0,104.0,104.0
3116,104.0,104.0,104.0
3117,104.0,104.0,104.0
3118,104.0,104.0,104.0
3119,104.0,104.0,104.0
3120,104.0,104.0,104.0
3121,104.0,104.0,104.0
3122,104.0,104.0,104.0
3123,104.0,104.0,104.0
3124,104.0,104.0,104.0
3125,104.0,104.0,104.0
3126,104.0,104.0,104.0
3127,104.0,104.0,104.0
3128,104.0,104.0,104.0
3129,104.0,104.0,104.0
3130,104.0,104.0,104.0
3131,104.0,104.0,104.0
3132,104.0,104.0,104.0
3133,104.0,104.0,104.0
3134,104.0,104.0,104.0
3135,80.0,80.0,80.0
3136,80.0,80.0,80.0
3137,80.0,80.0,80.0
3138,80.0,80.0,80.0
3139,80.0,80.0,80.0
3140,80.0,80.0,80.0
3141,80.0,80.0,80.0
3142,80.0,80.0,80.0
3143,80.0,80.0,80.0
